RA Details,,,
RA Technical End Date/Time,,04-08-2021 10:00:00,
RA Opening Date/Time,,04-08-2021 10:30:00,
RA Life Cycle (From Publish Date),,90 (Days),
RA Offer Validity (From End Date),,30 (Days),
Ministry/State Name,,Ministry Of Human Resource Development,
Department Name,,Department Of Higher Education,
Organisation Name,,Indian Institute Of Technology (iit),
Office Name,,Madras,
Total Quantity,,2,
Item Category,,Split Air Conditioner including Green AC,
Average Turnover (Last 3 Years),,1 Lakh (s),
OEM Average Turnover (Last 3 Years),,2 Lakh (s),
Experience Criteria,,1 Year (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Past Performance,Bidder Turnover,OEMAuthorization Certificate,OEM Annual Turnover,Complianceof BoQ specification and supporting document*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Past Performance,,10 %,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
Brand Type,Registered Brand
Specification,Specification Name,Bid Requirement (Allowed Values)
"Conformity &Certification","Green Room Air ConditionerCompliant","Green AC -, AC -"
Company Certification,"ISO 14001 (EMS - Environmental ManagementSystem), NA",
Technology of AC,"Non Inverter AC, Inverter AC (Variable Speed)",
"Nominal coolingcapacity(Ton) (1 ton = 3000kcal/hr)",1.5 Ton,
"Energy PerformanceThreshold (ISEER)(Wh/Wh)(for Greenroom AC)",NA,
ParaSmpeecteifriscation,Specification Name,Bid Requirement (Allowed Values)
"",Eco-friendly Refrigerant,Yes
"",Refrigerant Type,R410A
"",Compressor Type,"Rotary Type, Dual Rotary Type"
"",Coil Material (Evaporator),"Copper, Aluminium"
"",Coil Material (Condenser),"Copper, Aluminium"
Performance,BEE Star Rating,5.0
"","Rated cooling capacity inWatt (W) as per BEE starlabel",5275
"","Rated ISEER value (Wh/Wh)as per BEE star label",4.7
General Parameters,"Connecting pipe length(meter)",3 Mtr
"",Material of Air Filter,Synthetic Fiber
"",Reusable Air filter,Yes
"EnvironmentalFeatures",Environmental Friendly Paint,"Yes (Paint does not contain heavy metals or theircompounds include mercury (Hg), lead (Pb), cadmium(Cd) and hexavalent chromium (Cr)"
"",Recycled Plastic Components,">80% by weight of total plastic components inproduct, <80% by weight of total plastic componentsin product"
"Packaging andMarking",Packaging Material,Biodegradable Material
Warranty/Services,AC Machine Warranty,1 Or higher
"",Compressor Warranty,"5, 10 Or higher"
Installation,Installation,Standard installation
S.No.,"Consignee/Reporting Officer",Address,"Delivery Schedule (In number of daysfrom contract start days)",,,
1,Ravichandran K,"600036,Indian Institute ofTechnology Madras","Delivery toQuantitDelivery tobeystart aftercompletedby2215",,,
"","Quantity",,"Delivery tostart after",,"Delivery tobecompletedby",
2,,2,,15,,
"Delivery toQuantitDelivery tobeystart aftercompletedby2215",,,,,,
"","Quantity",,"Delivery tostart after",,"Delivery tobecompletedby",
2,,2,,15,,
