Bid Details,,,
Bid End Date/Time,,06-08-2021 15:00:00,
Bid Opening Date/Time,,06-08-2021 15:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,30 (Days),
Ministry/State Name,,Ministry Of Finance,
Department Name,,Department Of Financial Services,
Organisation Name,,State Bank Of India (sbi),
Office Name,,Corporate Centre Mumbai,
Total Quantity,,1,
Item Category,,Domestic Microwave Oven-IS 11676 ( PAC Only ),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Make,lg,
Model,mc3286brum,
Brand Type,Registered Brand,
"",Specification,,Specification Name,,Bid Requirement (Allowed Values)
"",Dimension,,Capacity / Volume (Litres),,32
"",,,Usable Shelf Area in m2,,530*322*533
"",Parameter,,Grill Heating Power(Watts),,1201-1400
"",,,"Heating time adjustmentPitch(seconds)",,30
"",,,Power Levels,,5
"",Warranty,,Unit Warranty,,1.0
"",,,"Magnetron and CavityWarranty",,5.0
"",Performance,,Convection heating,,Yes
"",,,Touch contol pannel,,Yes
"",,,"Adjustment of microwavepower",,Yes
"",,,Finish of heating chamber,,Stainless steel
"",,,Grill heating,,Yes
"",,,Rotisserie rack,,Yes
"",Additional Features,,Auto Cook Menus,,Yes
"",Multistage Cooking,,Yes,,
"",Child Lock,,Yes,,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer400021,state bank bhavnaPramoda Kumar1madam cama road nariman115Pandapoint",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,"Pramoda KumarPanda",,"400021,state bank bhavnamadam cama road narimanpoint",,1,,15,
