RA Details,,,
RA Technical End Date/Time,,02-08-2021 13:00:00,
RA Opening Date/Time,,02-08-2021 13:30:00,
RA Life Cycle (From Publish Date),,90 (Days),
RA Offer Validity (From End Date),,75 (Days),
Ministry/State Name,,Bihar,
Department Name,,Urban Development & Housing Department Bihar,
Organisation Name,,Urban Development And Housing Department,
Office Name,,Barahiya,
Total Quantity,,1,
Item Category,,Backhoe Loaders,
Average Turnover (Last 3 Years),,15 Lakh (s),
OEM Average Turnover (Last 3 Years),,100 Lakh (s),
Experience Criteria,,3 Year (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Past Performance,BidderTurnover,Certificate (Requested in ATC),OEM AuthorizationCertificate,OEM Annual Turnover*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Past Performance,,80 %,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Advisory Bank,,State Bank of India,
"",ePBG Percentage(%),,3.00,
"",Duration of ePBG required (Months).,,26,
Brand Type,Unregistered Brand,
Specification,Specification Name,Bid Requirement (Allowed Values),
"Engine Maximum HP (BHP@RPM) (range)",71-90,,
Specification,Specification Name,Bid Requirement (Allowed Values)
Generic Parameters,Max Torque (N-m@rpm),305.0 - 430.0 Or higher
"",Vehicle Emission Complaince,BS IV Or higher
"",Power Steering,Yes
"",Type of Wheel Drive,Two wheel Drive
"","Minimum Ground Clearance(mm)",More than 320.0 Or higher
"","Backhoe Bucket Capacitiesin Cubic Metre withlocking/bolted teeth",More than 0.26 Or higher
"","Backhoe Bucket DiggingDepth",4.7
"","Backhoe Bucket DiggingForce in Kgf",More than 5685.0 Or higher
"","""Backhoe Bucket DipperTear out Force in Kgf""",More than 3220.0 Or higher
"","""Backhoe Bucket LoadingHeight in metres""",4.1-4.5 Or higher
"","Backhoe Bucket LoadingReach in metres",5.7-8 Or higher
"",Type of Loader Bucket,Bottom Dump Bucket
"","Loader Bucket MinimumCapacity",More than 1.1 Or higher
"","Loader Bucket Dump heightin metres","2.51-2.80, 2.81-3.10 Or higher"
"","Loader Arm Break out Forcein kgf",More than 5488.0 Or higher
"","Loader Bucket Maximumreach at full height in meter",1.332 - 1.5 Or higher
"","Loader Bucket Pay Load inkgs",1920.0
"",Loader Bucket Dig depth,More than 110.0 Or higher
"",Operating Weight (Kgs),8050
"",Hydraulic Oil change period,More than 2500.0 Or higher
"ConstructionalParameters",Overall Width (mm),2354.0
"",Wheel Base (mm),2130.0
"","Cabin/canopy All roundvisible cabin With easy WalkThrough Access",Yes
"PerformanceParameters",Warranty Time (Month),12.0
"Operating hours duringwarranty period",2000.0,
Battery Warranty (months),12.0,
S.No.,"Consignee/Reporting Officer",Address,Quantity,Delivery Days
1,Vikash Kumar,"811302,NAGAR PANCHAYATBARAHIYA",1,30
