Bid Details,,,
Bid End Date/Time,,05-08-2021 18:00:00,
Bid Opening Date/Time,,05-08-2021 18:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,30 (Days),
Ministry/State Name,,Uttar Pradesh,
Department Name,,Public Works Department Uttar Pradesh,
Organisation Name,,N/a,
Office Name,,Engineer In Chief(hod),
Total Quantity,,63,
Item Category,,Split Air Conditioner including Green AC  ( PAC Only ),
"Minimum Average Annual Turnover of theBidder",,16 Lakh (s),
OEM Average Turnover (Last 3 Years),,100 Lakh (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Past Performance,BidderTurnover,Certificate (Requested in ATC),OEM AuthorizationCertificate,OEM Annual Turnover*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Past Performance,,10 %,
Bid to RA enabled,,No,
Primary product category,,Split Air Conditioner including Green AC,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Evaluation Method,,Total value wise evaluation,
"",Advisory Bank,,State Bank of India,
"",EMD Percentage(%),,2.00,
"",EMD Amount,,64470,
"",Required,,No,
"",MSE Purchase Preference,,No,
"",MII Purchase Preference,,No,
Make,hitachi,
Model,splitac-1.5trhitachidgs&d-sacinverter-r410a-rsb518hbeagwithstandardinstallation,
Brand Type,Registered Brand,
"",Specification,,Specification Name,,Bid Requirement (Allowed Values)
"","Conformity &Certification",,"Green Room Air ConditionerCompliant",,AC -
"","TechnicalParameters",,Technology of AC,,Inverter AC (Variable Speed)
"",,,"Nominal coolingcapacity(Ton) (1 ton = 3000kcal/hr)",,1.5 Ton
"",,,"Energy PerformanceThreshold (ISEER)(Wh/Wh)(for Greenroom AC)",,NA
"",,,Compressor Type,,Rotary Type
"",,,Coil Material (Evaporator),,Copper
"",,,Coil Material (Condenser),,Copper
"",Performance,,BEE Star Rating,,5.0
"",,,"Rated cooling capacity inWatt (W) as per BEE starlabel",,5275
"",,,"Rated ISEER value (Wh/Wh)as per BEE star label",,4.7
"",General Parameters,,"Connecting pipe length(meter)",,3 Mtr
"",Warranty/Services,,AC Machine Warranty,,1 Or higher
"",,,Compressor Warranty,,"5, 10 Or higher"
"",Installation,,Installation,,Standard installation
"",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
"",1,,"Sharad KumarNayak",,"284001,Electrical/MechanicalDivision PWD Jhansi",,6,,15
Make,hitachi,
Model,splitac-2.0trhitachidgs&d-sacinverter-r410a-rmb524hbeagwithstandardinstallation,
Brand Type,Registered Brand,
"SpecificationSpecification NameBid Requirement (Allowed Values)Conformity &Green Room Air ConditionerAC -CertificationCompliantTechnicalTechnology of ACInverter AC (Variable Speed)ParametersNominal cooling2 Toncapacity(Ton) (1 ton = 3000kcal/hr)Energy PerformanceNAThreshold (ISEER)(Wh/Wh)(for Greenroom AC)Compressor TypeRotary TypeCoil Material (Evaporator)CopperCoil Material (Condenser)CopperPerformanceBEE Star Rating5.0Rated cooling capacity in7034Watt (W) as per BEE starlabelRated ISEER value (Wh/Wh)4.7as per BEE star labelGeneral ParametersConnecting pipe length3 Mtr(meter)Warranty/ServicesAC Machine Warranty1 Or higherCompressor Warranty5, 10 Or higherInstallationInstallationStandard installation",Specification,,Specification Name,,Bid Requirement (Allowed Values)
"Conformity &Certification",,"Green Room Air ConditionerCompliant",,AC -,
"TechnicalParameters",,Technology of AC,,Inverter AC (Variable Speed),
"","Nominal coolingcapacity(Ton) (1 ton = 3000kcal/hr)",,2 Ton,,
"","Energy PerformanceThreshold (ISEER)(Wh/Wh)(for Greenroom AC)",,NA,,
"",Compressor Type,,Rotary Type,,
"",Coil Material (Evaporator),,Copper,,
"",Coil Material (Condenser),,Copper,,
Performance,,BEE Star Rating,,5.0,
"","Rated cooling capacity inWatt (W) as per BEE starlabel",,7034,,
"","Rated ISEER value (Wh/Wh)as per BEE star label",,4.7,,
General Parameters,,"Connecting pipe length(meter)",,3 Mtr,
Warranty/Services,,AC Machine Warranty,,1 Or higher,
"",Compressor Warranty,,"5, 10 Or higher",,
Installation,,Installation,,Standard installation,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng OfficerSharad Kumar284001,Electrical/Mechanical15715NayakDivision PWD Jhansi",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,"Sharad KumarNayak",,"284001,Electrical/MechanicalDivision PWD Jhansi",,57,,15,
