RA Details,,,
RA Technical End Date/Time,,07-08-2021 12:00:00,
RA Opening Date/Time,,07-08-2021 12:30:00,
RA Life Cycle (From Publish Date),,90 (Days),
RA Offer Validity (From End Date),,30 (Days),
Ministry/State Name,,Karnataka,
Department Name,,Animal Husbandry And Fisheries Department Karnataka,
Organisation Name,,Karnataka Milk Federation Ltd,
Office Name,,Dkmul,
Total Quantity,,7,
Item Category,,"Automatic Milk Collection Unit with Electronic Milk Analyzerand Adulteration testing",
Average Turnover (Last 3 Years),,9 Lakh (s),
OEM Average Turnover (Last 3 Years),,70 Lakh (s),
Experience Criteria,,3 Year (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Past Performance,Bidder Turnover,OEMAuthorization Certificate,OEM Annual Turnover*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Past Performance,,10 %,
Evaluation Method,,Total value wise evaluation,
"",Advisory Bank,,AXIS BANK LTD,
"",EMD Percentage(%),,0.50,
"",EMD Amount,,8694,
"",Required,,No,
Brand Type,Registered Brand,
Specification,Specification Name,Bid Requirement (Allowed Values)
"Installation &training","No of people to be trained intraining program",5-10
"",No of training sessions executed,2
"",Installation,"Installation will be provided by the seller at free ofcost"
"OperatingEnvironment",Operating Temperature,-5 to 50 deg C
"",Operating Voltage,"160 - 260 Volts +/-10% VAC, 50 Hz +/-3%"
Warranty & services,"Warranty from date ofinstallation(System & allother parts)",1.0
PC and Software,"AMCU System operatingsoftware should be provided todrive all units",Yes
"","Application Software - Anintegrated AMCU softwareprovided with followingminimum requirement","Covers all transactions of milk collection center andflexibility of generation of reports as desired bypurchaser, bi -lingual (English and a regionallanguage)” support during warranty and AMC period,The supplier shall accept any modifications in theapplication for the first six months limited to coveringof transactions at the milk collection center ."
"Computer withController Software& Operating system",Computer Interface,"RS-232, USB, Ethernet"
"",Processor,8th Generation Core i5 or better
"",Software Compatibility,Windows 10
"",RAM in GB,4
"",Monitor type,LCD
"",Hard Drive (HDD),500 GB
"",Ethernet Speet (GB),1
"",RS232 SERIAL PORT,3
"",Number of VGA Ports,1
"","Number ofMicrophone/Headphone jack",1
"",Chipset,Intel
"",Input Devices,"USB Standard Keyboard, USB Optical 2 button ScrollMouse with Pad"
"",Number of PCI Slots,1
"","Antivirus & Internet securitywith Latest Version with 3 YrsLicense","Trend Micro, Quick Heal"
Printer,Paper Path,"Pull Tractor front or rear or bottom in and top out, PullTractor front or rear or bottom in and top out"
Compatible OS with drivers,Windows 8,
EWS TYPE,"PLATFORM TYPE. Accuracy class III as per W&M rulesof Govt. of India",
"Feature-Electronic WeighingSystem","Zero, Tare, kg/ litre, by default Kg.",
Specification,Specification Name,Bid Requirement (Allowed Values)
"Electronic MilkAnalyzer withAdulteration Testing",Analyzer Interface,RS232
"",Feature,"Used For Fat, PROTIEN and SNF analysis withadulteration detection, Very low power consumption,Cost effective operations"
"",Speed,40 - 50 Sec
"",Protein,2 – 6%; <=0.2% Accuracy (EitherSD / Abosolute)
Additional Features,Loose Accessories,"Holding bottom tray for spillage, RS 232 Serial Cable,A C Power cable with plug top, Measuring mugs-2 No,Daily cleaning solution No. of Bottle 3 (Quantityminimum 200 ml or equivalent)., Weekly cleaningsolution - No. of Bottle 2 (Quantity minimum 200 ml or"
Remote Display Unit,RDU- Interface,RS - 232
"",RDU- Connecting Cables,"Minimum 5 m Power cable with plug top withconnector at both ends"
UPS and Batteries,Output Wave Form,Sine Wave
Full Protection,"Under / Over voltage, Short-circuit, Overload Cut off,Low Battery Cut-off, Spikes Cut-off",
Input/ Output Frequency,50 - 60 Hz (+/- 3Hz),
Battery No And Type,2 No 100 AH Tubular,
Leads Between Ups & Battery,Minimum 1 m with lugs at both ends,
S.No.,"Consignee/Reporting Officer",Address,Quantity,Delivery Days
1,"RavichandraBelthangady","575005,Mangalore Dairy, DK MilkUnion Dairy Road,Kulshekar",7,20
