RA Details,,,
RA Technical End Date/Time,,09-08-2021 09:00:00,
RA Opening Date/Time,,09-08-2021 09:30:00,
RA Life Cycle (From Publish Date),,90 (Days),
RA Offer Validity (From End Date),,70 (Days),
Ministry/State Name,,Ministry Of Defence,
Department Name,,Department Of Military Affairs,
Organisation Name,,Indian Air Force,
Office Name,,***********,
Total Quantity,,5,
Item Category,,Multimedia Projector (MMP),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",,No,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
Brand Type,Registered Brand
Specification,Specification Name,Bid Requirement (Allowed Values)
"Ports andConnectivity",Number of HDMI Out Port,"0, 1, 2, 3, 4 Or higher"
Number of DVI Port,"0, 1, 2 Or higher",
Analog RGB In Port (Hours),Yes Or higher,
Analog RGB Out Port,"Yes, No Or higher",
HD Base T,"Yes, No Or higher",
Audio In,Yes Or higher,
Audio Out,Yes Or higher,
Video In,Yes Or higher,
Storage Media Port,"Yes, No Or higher",
Number of USB Type B,"1, 2, 3 Or higher",
Number of USB Type C,"1, 2, 3 Or higher",
Wi Fi Connectivity,Yes Or higher,
Wireless Screen Share,Yes Or higher,
Technology,One Chip DLP,
Native Resolution,"1600 x 1200 (UXGA), 1920 x 1080 (Full HD), 1920 x1200 (WUXGA), 3840 x 2160 (UHD 4K), 2560 x 1600(WQXGA), 4096 x 2160 (4K), 5120 x 3200 (4K+) Orhigher",
Brightness (Lumens),"3800, 4000, 4200, 4300, 4500, 5000, 5200, 5500,6000, 6200, 6500, 7000, 7500, 8000, 8500, 9000,9500, 10000, 12000, 13000, 14000, 16000, 18000,20000, 22000, 25000, 30000, 40000, 60000, 5800,6600, 6700, 21000 Or higher",
Optical Zoom,Yes Or higher,
"If Yes, Optical Zoom (%)","120, 135, 140, 145, 150, 160, 170, 175, 200, 210,130 Or higher",
Remotely Controlled,Ye Or higher,
"If Yes, Type of Projector",Short Throw (0.41 to 0.9),
Aspect Ratio,"4:3, 16:9, 16:10 Or higher",
Keystone Correction,"Automatic, Manual, Automatic & Manual Both Orhigher",
Type of Light Source,UHP / UHE / UHM,
Specification,Specification Name,Bid Requirement (Allowed Values),
"","Minimum Life of LightSource (In Normal Mode)(Hours)","6000, 8000, 10000, 15000, 20000, 25000, 30000 Orhigher",
"",Inbuilt Speaker,Yes Or higher,
"","If Yes, Wattage of Speaker","2, 5, 6, 10, 14, 15, 16, 20 Or higher",
"",3D Projection Capability,Yes Or higher,
Warranty,"On Site OEM Warranty forLight Source (Time or Life inHours whichever is earlier)","1 Year or 1000 Hrs., 1 Year or 1200 Hrs., 1 Year or1500 Hrs., 1 Year or 2000 Hrs., 1 Year or 5000 Hrs., 3Year or 5000 Hrs., 3 Year or 10000 Hrs., 3 Year or12000 Hrs., 3 Year or 15000 Hrs., 3 Year or 30000Hrs., 5 Year or 10000 Hrs. Or higher",
On Site OEM Warranty,"1, 2, 3, 5 Or higher",,
"","Specification ParameterName",,Bid Requirement (Allowed Values),
"",,,,
"","REFER PRODUCT ID FORDETAILS OF SPECIFICATION",,5116877-91828581969,
S.No.,"Consignee/Reporting Officer",Address,Quantity,Delivery Days,
1,***********,***********BATHINDA,5,30,
