RA Details,,,
RA Technical End Date/Time,,02-08-2021 10:00:00,
RA Opening Date/Time,,02-08-2021 10:30:00,
RA Life Cycle (From Publish Date),,90 (Days),
RA Offer Validity (From End Date),,75 (Days),
Ministry/State Name,,Ministry Of Defence,
Department Name,,Department Of Military Affairs,
Organisation Name,,Indian Air Force,
Office Name,,***********,
Total Quantity,,1,
Item Category,,Multifunction Machines MFM,
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"OEM Authorization Certificate,Additional Doc 1 (Requestedin ATC)*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",,No,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
Brand Type,Registered Brand
Specification,Specification Name,Bid Requirement (Allowed Values)
Type of Machine,Multifunction Machine,
Print Technology,Laser,
Type of Printing,Colour,
Cartridge Technology,"Composite Cartridge, Separate Drum and Toner (MonoComponent), Separate Drum and Toner (DualComponent) Or higher",
Platen/Flatbed Size,A3 Or higher,
Paper Size (Original/Image),A3/A3,
RAM size (MB),"1024, 2048, 4096, 6144, 3072, 1536, 1500, 1250,2560, 7168, 5120, 8192, 16384, 2816, 4000, 2000,10240, 4608 Or higher",
Hard Disk Capacity(GB),"256, 320, 500, 1024, 250, 640, 1000, 2000, 3000 Orhigher",
"Minimum Speed per Minuteas per ISO/IEC 24734 in A4Size-Mono","20, 22, 23, 24, 25, 26, 27, 28, 30, 31, 35, 36, 38, 40,43, 45, 46, 47, 50, 52, 55, 60, 61, 65, 70, 71, 75, 80,90, 95, 100, 105, 110, 51, 56, 41, 120, 130, 160, 57,33, 34, 32, 85, 81, 21, 53 Or higher",
"Minimum Speed per Minuteas per ISO/IEC 24734 in A4Size-Colour","20, 22, 23, 24, 25, 26, 27, 28, 30, 31, 35, 36, 40, 50,60, 46, 120, 130, 160, 65, 45, 34, 55, 38, 56, 75, 81,71, 21, 53, 32, 70 Or higher",
"Scanning FeatureAvailability",Yes Or higher,
"Duplexing FeatureAvailability",Yes Or higher,
Faxing Feature Availability,"Yes, No Or higher",
"Networking FeatureAvailability",Yes Or higher,
Wi-Fi Availability,"Yes, No Or higher",
"Original Document FeederType",DADF/RADF Or higher,
Number of Main Paper Tray,"2, 3, 4, 5 Or higher",
Specification,Specification Name,Bid Requirement (Allowed Values)
"",Bypass Facility,Yes Or higher
"On Site OEM Warranty(Year)","1, 2, 3, 4, 5 Or higher",
S.No.,"Consignee/Reporting Officer",Address,Quantity,Delivery Days
1,***********,***********BATHINDA,1,30
