Bid Details,,,
Bid End Date/Time,,05-08-2021 15:00:00,
Bid Opening Date/Time,,05-08-2021 15:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,80 (Days),
Ministry/State Name,,Ministry Of Home Affairs,
Department Name,,Central Armed Police Forces,
Organisation Name,,Directorate Of Coordination Police Wireless,
Office Name,,New Delhi,
Total Quantity,,1,
Item Category,,Digital Storage Oscilloscope,
"Minimum Average Annual Turnover of theBidder",,1 Lakh (s),
OEM Average Turnover (Last 3 Years),,6 Lakh (s),
Years of Past Experience required,,2 Year (s),
"MSE Exemption for Years Of Experienceand Turnover",,Yes,
"Startup Exemption for Years Of Experienceand Turnover",,Yes,
Document required from seller,,"Experience Criteria,Past Performance,BidderTurnover,Certificate (Requested in ATC),OEM AuthorizationCertificate,OEM Annual Turnover*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Past Performance,,20 %,
Bid to RA enabled,,Yes,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",,No,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Registered Brand,
"",Specification,,Specification Name,,Bid Requirement (Allowed Values)
"",INPUT CHANNELS,,Type of input channels,,Analog and Digital (Mixed Signal)
"",,,Number of Analog Channels,,2
"",,,"Record Length Per AnalogChannel Simultaneously",,2500 points
"",,,"Sampling Rate Per AnalogChannel Simultaneously",,2.5 GS/sec
"",,,Digital Channels,,no
"",,,Number of Digital Channels,,NA
"",,,"Record Length Per DigitalChannel Simultaneously",,100K point
"",,,"Sampling Rate Per DigitalChannel Simultaneously",,"2GS/sec, NA"
"","PERFORMANCEFEATURES",,Bandwidth,,50.0
"",,,Bandwidth Upgradability,,yes
"",,,Operating System,,NA
"",DISPLAY,,Display Type,,colour TFT
"",,,Minimum Display Size,,7.0
"","MEASUREMENTSFEATURES",,Vertical Sensitivity,,500?V/Div to 10 V/div
"",Vertical Resolution,,12.0,,
"",Frequency Analysis Feature,,yes,,
"",In-built Frequency Counter,,yes,,
"",Time Base Accuracy,,50.0,,
"",Memory Upgradability,,no,,
"","Segmented Memory FeatureAvailability",,no,,
"",Coupling,,"AC, DC, GND",,
"",Trigger Types,,"Edge, pulse width, pattern/state, External, ZoneQualified triggering, runt, setup/hold, burst",,
Specification,,Specification Name,,Bid Requirement (Allowed Values)
"",,Measurements,,"Math function-Add, subtract, multiply, divide,Automatic Measurements of Amplitude and time, FFT(phase), low-pass filter, Frequency Domain function,Time & Voltage cursors, FFT (magnitude), AutomaticMeasurements related to combination,histogram andcommunication, NA"
"",,Acquisition Modes,,"Normal, Peak Detect, Averaging, High Resolution, RollMode, Sample, Envelope, Waveform database"
"",,I/O Interface,,LAN Port/GPIB
"OPERATINGCONDITION",,"Minimum OperatingTemperature",,0.0
"",,"Maximum OperatingTemperature",,40.0
"",,Operating Humidity (RH),,80.0
SERVICE,,Warranty,,"2, 3, 4, 5 Or higher"
"TEST REPORTDETAILS & TESTS",,"Availability of Test Reportsfrom Central Govt / NABLapproved / ILAC acreditedlab to prove conformity tothe specification",,yes
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng OfficerPradeep Narayan110003,Block-9, CGO Complex,1130BaliyaLodhi Road, New Delhi",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,"Pradeep NarayanBaliya",,"110003,Block-9, CGO Complex,Lodhi Road, New Delhi",,1,,30,
