Bid Details,,,
Bid End Date/Time,,05-08-2021 16:00:00,
Bid Opening Date/Time,,05-08-2021 16:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,30 (Days),
Ministry/State Name,,Ministry Of Health And Family Welfare,
Department Name,,Department Of Health And Family Welfare,
Organisation Name,,Regional Institute Of Medical Sciences Imphal Manipur,
Office Name,,"Lamphelpat, Imphal",
Total Quantity,,30,
Item Category,,trolleys or accessories,
"Minimum Average Annual Turnover of theBidder",,1 Lakh (s),
OEM Average Turnover (Last 3 Years),,2 Lakh (s),
Years of Past Experience required,,3 Year (s),
"MSE Exemption for Years Of Experienceand Turnover",,Yes,
"Startup Exemption for Years Of Experienceand Turnover",,Yes,
Document required from seller,,"Experience Criteria,Past Performance,BidderTurnover,Certificate (Requested in ATC),OEM AuthorizationCertificate,OEM Annual Turnover,Additional Doc 1(Requested in ATC),Additional Doc 2 (Requested inATC),Additional Doc 3 (Requested in ATC),Additional Doc 4(Requested in ATC)*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Past Performance,,10 %,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Registered Brand,
"",Specification,,Specification Name,,Bid Requirement (Allowed Values)
"","PerformanceParameters",,Type of Trolley,,General purpose Trolleys
"","Loading capacity (Minimum)(Kgs)",,210.0,,
"",Weight of Trolley (Kgs),,13.0,,
"",Suitable for entry into Lift,,Yes,,
"",Ground Clearance in mm,,100.0,,
"",Handle,,Yes,,
"","No of Cart/Shelf/Rack/Table(for general purpose trolleyotherwise put NA for otherTrolleys)",,1,,
"","Nature of Movement ofTrolley",,Manual,,
"",Wheel material,,Plastic,,
"",No. of wheel,,2 (For Sack Trolley),,
"",Type of Wheel movement,,Fixed,,
"",Foot Brake facilities,,No,,
"",Finishing of surface edge,,Free from sharp edges and rounded edge/corner,,
"",Paint,,Powder coated,,
"","Environment use ofoperation of Trolley",,Non Corrosive Environmental use,,
"",Warranty (years),,1,,
"",Material of frame,,MS,,
"","Thickness of sheet for GeneralPurpose trolley",,0,,
"","Thickness of side railing ifprovided in Trolleys",,0.0,,
"","Thickness ofcart/rack/shelf/table",,0.0,,
Specification,,Specification Name,,Bid Requirement (Allowed Values)
Reports,,"Availability of testcertificate fromGovernment/ NABL/ ILACaccredited lab to proveconformity of specifications",,Yes
"Specification ParameterBid Requirement (Allowed Values)NameD-Type Oxygen Cylinder TrolleyD-Type Oxygen Cylinder Trolley","Specification ParameterName",,Bid Requirement (Allowed Values)
D-Type Oxygen Cylinder Trolley,,D-Type Oxygen Cylinder Trolley,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng OfficerNingthoujam1795004,Lamphelpat3015Angamba Singh",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,"NingthoujamAngamba Singh",,"795004,Lamphelpat",,30,,15,
